Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1691008482,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1691008483,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1691008484,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1691008485,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1691008486,4,,Aggregated,0.000000,0.000000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1,0,3598.9776129999996,3598.9776129999996,3598.9776129999996,3598.9776129999996,15213.0
1691008487,4,,Aggregated,0.000000,0.000000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3,0,3600.0,2716.573915333333,914.364967,3636.379166,11296.333333333334
1691008488,4,,Aggregated,0.000000,0.000000,3600,3600,3600,3600,3700,3700,3700,3700,3700,3700,3700,6,0,1100.0,2282.9727138333333,782.4837819999999,3699.8627530000003,11037.666666666666
1691008489,4,,Aggregated,0.200000,0.000000,1200,3500,3600,3600,3700,3700,3700,3700,3700,3700,3700,10,0,1100.0,2028.7348066,782.4837819999999,3699.8627530000003,11222.4
1691008490,4,,Aggregated,0.666667,0.000000,1200,1300,3500,3600,3600,3700,3700,3700,3700,3700,3700,14,0,1100.0,1782.1355900714282,782.4837819999999,3699.8627530000003,11190.714285714286
1691008491,4,,Aggregated,0.857143,0.000000,1200,1300,3500,3500,3600,3700,3700,3700,3700,3700,3700,16,0,1100.0,1704.7737867499995,782.4837819999999,3699.8627530000003,11499.5
