Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,"/tiles/0/0/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,870.0,923.1724603999985,751.0869279999923,1287.539062,15213.0,0.03780770825918105,0.0,870,910,910,1300,1300,1300,1300,1300,1300,1300,1300
GET,"/tiles/1/1/1.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,660.0,679.2185286000009,630.7632679999999,747.6530869999998,4205.0,0.03780770825918105,0.0,660,710,710,750,750,750,750,750,750,750,750
GET,"/tiles/2/1/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,718.1900829999961,682.237738399999,617.6919869999997,718.1900829999961,7938.0,0.03780770825918105,0.0,720,720,720,720,720,720,720,720,720,720,720
GET,"/tiles/2/2/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,680.0,668.3566487999972,616.5502609999862,699.0077269999997,4622.0,0.03780770825918105,0.0,680,700,700,700,700,700,700,700,700,700,700
GET,"/tiles/2/2/1.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,730.0,715.0586004000018,664.841387,756.5838399999993,25985.0,0.03780770825918105,0.0,730,740,740,760,760,760,760,760,760,760,760
GET,"/tiles/2/3/2.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,700.0,684.3140147999991,608.5638849999953,717.0209659999998,5833.0,0.03780770825918105,0.0,700,720,720,720,720,720,720,720,720,720,720
GET,"/tiles/3/0/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,718.1996149999997,703.4324749999995,648.8603789999985,718.1996149999997,693.0,0.03780770825918105,0.0,720,720,720,720,720,720,720,720,720,720,720
GET,"/tiles/3/0/1.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,600.0,653.4126888000021,586.951418,762.6114690000012,2426.0,0.03780770825918105,0.0,600,720,720,760,760,760,760,760,760,760,760
GET,"/tiles/3/0/2.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,680.0,678.0728476,615.6931189999995,734.7522910000013,4934.0,0.03780770825918105,0.0,680,710,710,730,730,730,730,730,730,730,730
GET,"/tiles/3/1/4.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,718.7655789999994,680.9318662000012,624.1631729999995,718.7655789999994,837.0,0.03780770825918105,0.0,720,720,720,720,720,720,720,720,720,720,720
GET,"/tiles/3/2/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,720.0,680.9346964000007,594.395832,760.6026790000016,2811.0,0.03780770825918105,0.0,720,720,720,760,760,760,760,760,760,760,760
GET,"/tiles/3/2/5.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,650.0,660.7300512000005,598.5897630000014,717.9012690000004,3021.0,0.03780770825918105,0.0,650,710,710,720,720,720,720,720,720,720,720
GET,"/tiles/3/3/2.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,610.0,644.7250792000002,598.8536600000014,719.0454969999962,3504.0,0.03780770825918105,0.0,610,690,690,720,720,720,720,720,720,720,720
GET,"/tiles/3/5/2.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,740.0,730.3312293999988,610.4385629999989,827.0182029999944,9475.0,0.03780770825918105,0.0,740,760,760,830,830,830,830,830,830,830,830
GET,"/tiles/3/6/4.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,710.0,688.3712006000002,592.2660749999977,716.6537250000005,4630.0,0.03780770825918105,0.0,710,720,720,720,720,720,720,720,720,720,720
GET,"/tiles/4/0/10.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,740.0,779.305453799999,586.9197570000005,1146.6054880000006,776.0,0.03780770825918105,0.0,740,830,830,1100,1100,1100,1100,1100,1100,1100,1100
GET,"/tiles/4/0/11.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,630.0,634.5937635999987,591.1096409999992,706.7722819999993,693.0,0.03780770825918105,0.0,630,650,650,710,710,710,710,710,710,710,710
GET,"/tiles/4/11/2.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,640.0,653.5062409999998,611.6822089999943,714.051684000001,1031.0,0.03780770825918105,0.0,640,680,680,710,710,710,710,710,710,710,710
GET,"/tiles/4/12/11.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,610.0,639.8423153999986,592.9920429999988,764.6930589999954,693.0,0.03780770825918105,0.0,610,630,630,760,760,760,760,760,760,760,760
GET,"/tiles/4/12/7.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,630.0,637.6149987999992,588.3463049999999,702.2332010000003,4889.0,0.03780770825918105,0.0,630,660,660,700,700,700,700,700,700,700,700
GET,"/tiles/4/13/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,600.0,608.2397860000008,586.9006699999986,652.0104500000006,693.0,0.03780770825918105,0.0,600,610,610,650,650,650,650,650,650,650,650
GET,"/tiles/4/15/11.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,630.0,665.0599787999987,595.1795850000003,787.5990749999993,693.0,0.03780770825918105,0.0,630,690,690,790,790,790,790,790,790,790,790
GET,"/tiles/4/15/6.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,630.0,643.237934000001,606.7449350000018,702.8270799999987,693.0,0.03780770825918105,0.0,630,670,670,700,700,700,700,700,700,700,700
GET,"/tiles/4/8/3.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,680.0,677.0301563999993,608.1611940000009,731.2760749999967,1417.0,0.03780770825918105,0.0,680,720,720,730,730,730,730,730,730,730,730
GET,"/tiles/4/9/1.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,600.0,625.5526482000008,581.6736230000004,712.4022270000002,973.0,0.03780770825918105,0.0,600,630,630,710,710,710,710,710,710,710,710
GET,"/tiles/4/9/9.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,600.0,623.348745999999,592.1149939999992,715.8278149999973,2157.0,0.03780770825918105,0.0,600,610,610,720,720,720,720,720,720,720,720
GET,"/tiles/5/0/6.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,610.0,624.5936607999979,590.7782389999987,692.2581649999984,791.0,0.03780770825918105,0.0,610,630,630,690,690,690,690,690,690,690,690
GET,"/tiles/5/1/22.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,650.0,646.1804364000002,590.9860900000012,726.5599649999999,693.0,0.03780770825918105,0.0,650,670,670,730,730,730,730,730,730,730,730
GET,"/tiles/5/11/0.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,660.0,671.7023952000012,609.1178980000009,790.9481140000025,693.0,0.03780770825918105,0.0,660,670,670,790,790,790,790,790,790,790,790
GET,"/tiles/5/13/12.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,610.0,613.2500073999985,606.0043519999994,620.3526009999969,845.0,0.03780770825918105,0.0,610,620,620,620,620,620,620,620,620,620,620
GET,"/tiles/5/13/13.png?reference=False&variable=tas&rescale=200,300&url=s3://nasa-eodc-data-store/600_1440_29/CMIP6_daily_GISS-E2-1-G_tas.zarr",5,0,640.0,649.9686588000017,589.6919459999986,719.8590810000098,693.0,0.03780770825918105,0.0,640,690,690,720,720,720,720,720,720,720,720
