Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1694824592,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824593,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824594,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824595,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824596,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824597,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824598,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824599,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824600,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694824601,1,,Aggregated,0.000000,0.000000,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,1,0,8906.393572993693,8906.393572993693,8906.393572993693,8906.393572993693,19893.0
1694824602,1,,Aggregated,0.000000,0.000000,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,1,0,8906.393572993693,8906.393572993693,8906.393572993693,8906.393572993693,19893.0
1694824603,1,,Aggregated,0.000000,0.000000,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,2,0,2000.0,5432.641320003313,1958.889067012933,8906.393572993693,14278.0
1694824604,1,,Aggregated,0.000000,0.000000,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,2,0,2000.0,5432.641320003313,1958.889067012933,8906.393572993693,14278.0
1694824605,1,,Aggregated,0.000000,0.000000,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,2,0,2000.0,5432.641320003313,1958.889067012933,8906.393572993693,14278.0
1694824606,1,,Aggregated,0.100000,0.000000,2300,2300,8900,8900,8900,8900,8900,8900,8900,8900,8900,3,0,2300.0,4378.506737669038,1958.889067012933,8906.393572993693,12854.0
1694824607,1,,Aggregated,0.200000,0.000000,2300,2300,8900,8900,8900,8900,8900,8900,8900,8900,8900,4,0,2000.0,3661.7697540023073,1511.5588030021172,8906.393572993693,11071.75
1694824608,1,,Aggregated,0.200000,0.000000,2300,2300,8900,8900,8900,8900,8900,8900,8900,8900,8900,4,0,2000.0,3661.7697540023073,1511.5588030021172,8906.393572993693,11071.75
1694824609,1,,Aggregated,0.300000,0.000000,2000,2300,2300,8900,8900,8900,8900,8900,8900,8900,8900,5,0,2000.0,3261.126743000932,1511.5588030021172,8906.393572993693,10727.0
1694824610,1,,Aggregated,0.400000,0.000000,2000,2000,2300,2300,8900,8900,8900,8900,8900,8900,8900,6,0,1700.0,2924.0108356655887,1238.4312989888713,8906.393572993693,9409.5
1694824611,1,,Aggregated,0.500000,0.000000,1700,2000,2300,2300,8900,8900,8900,8900,8900,8900,8900,7,0,1700.0,2687.4666541428137,1238.4312989888713,8906.393572993693,8468.42857142857
1694824612,1,,Aggregated,0.500000,0.000000,1700,2000,2300,2300,8900,8900,8900,8900,8900,8900,8900,7,0,1700.0,2687.4666541428137,1238.4312989888713,8906.393572993693,8468.42857142857
